Year,Office,"Election type (RCV, Primary, General, Runoff)",# of Candidates,Candidates (list all) ,Sex/ Gender,Race/ethnicity identified,Source for race/ethnicity,Winner (Y/N),vote share - first round,vote share - final round,Type of verification for race/ethnicity,,,,,,,,,, ,,,,
2004,City Council D3,Non-Partisan Primary,1,Nancy Nadel,F,n/a,,Y,98.84,,,,,,,,,,,,,,,,
2004,City Council D5,Non-Partisan Primary,1,Ignacio De La Fuente,M,Latino,,Y,95.24,,,,,,,,,,,,,,,,
2004,City Council D7,Non-Partisan Primary,3,Larry E. Reid,M,African American,,Y,68.2,,,,,,,,,,,,,,,,
2004,City Council D7,Non-Partisan Primary,3,Jason Hodge,M,African American,http://www.sfgate.com/bayarea/article/Career-schools-official-Jason-Hodge-dies-at-34-3278732.php,N,20.18,,Photo- see H,,,,,,,,,,,,,,
2004,City Council D7,Non-Partisan Primary,3,Michael B. Hudson,M,Undetermined,,N,11.38,,n/a,,,,,,,,,,,,,,
2004,School Director D1,Non-Partisan Primary,1,Kerry Hamill,F,n/a,,Y,99.07,,,,,,,,,,,,,,,,
2004,School Director D3,Non-Partisan Primary,1,Gregory Hodge,M,African American,,Y,98.93,,,,,,,,,,,,,,,,
2004,School Director D5,Non-Partisan Primary,1,Noel Gallo,M,Latino,,Y,99.32,,,,,,,,,,,,,,,,
2004,School Director D7,Non-Partisan Primary,2,Alice A. Spearman,F,African American,,Y,56.34,,,,,,,,,,,,,,,,
2004,School Director D7,Non-Partisan Primary,2,Bob Jackson,M,Undetermined,http://www.npr.org/2013/02/07/171413255/oakland-officials-confounded-by-surge-in-violent-crime,N,43.35,,n/a,,,,,,,,,,,,,,
2002,Auditor,Non-Partisan Primary,1,Roland E. Smith,M,n/a,,Y,100,,,,,,,,,,,,,,,,
2002,City Council D2,Non-Partisan Primary,1,Danny Wan,M,Asian,http://www.sfgate.com/politics/article/OAKLAND-Wan-resigns-from-City-Council-He-ll-2740373.php,Y,100,,Photo- see H,,,,,,,,,,,,,,
2002,City Council D4,Top 2 General,4,David Stein,M,n/a,http://www.gopublicschools.org/about/board/,N,45.37,45.3,n/a,,,,,,,,,,,,,,
2002,City Council D4,Top 2 General,4,Jean Quan,F,Asian,,Y,43.07,54.54,,,,,,,,,,,,,,,
2002,City Council D4,Non-Partisan Primary,4,M. Sweeney Griffith,F,African American,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=77574,N,9.49,,Photo- see H,,,,,,,,,,,,,,
2002,City Council D4,Non-Partisan Primary,4,Nedir Bey,M,African American,http://www.chaunceybaileyproject.org/2009/09/09/nedir-bey-withdraws-oakland-charter-school-petition/,N,2.06,,Photo- see H,,,,,,,,,,,,,,
2002,City Council D6,Non-Partisan Primary,3,Desley Brooks,F,African American,,Y,53.4,,,,,,,,,,,,,,,,
2002,City Council D6,Non-Partisan Primary,3,"Moses L. Mayne, Jr.",M,Undetermined,could not find,N,34.28,,n/a,,,,,,,,,,,,,,
2002,City Council D6,Non-Partisan Primary,3,Nancy Sidebotham,F,n/a,,N,12.32,,,,,,,,,,,,,,,,
2002,Mayor,Non-Partisan Primary,2,Jerry Brown,M,n/a,http://www.nytimes.com/2010/09/03/us/politics/03bcbrown.html?_r=0,Y,63.54,,n/a,,,,,,,,,,,,,,
2002,Mayor,Non-Partisan Primary,2,Wilson Riles,M,African American,"https://localwiki.org/oakland/Wilson_Riles,_Jr.",N,36.46,,Photo- see H,,,,,,,,,,,,,,
2000,City Attorney,Non-Partisan Primary,2,John Russo,M,n/a,,Y,52.1,,,,,,,,,,,,,,,,
2000,City Attorney,Non-Partisan Primary,2,Jayne Williams,F,African American,http://www.sanfranciscosentinel.com/?p=169867,N,47.8,,Photo- see H,,,,,,,,,,,,,,
2000,City Council At Large,Top 2 General,5,"Henry Chang, Jr.",M,Asian,,Y,44.6,56.12,,,,,,,,,,,,,,,
2000,City Council At Large,Top 2 General,5,Rebecca Kaplan,F,n/a,,N,26.1,43.88,,,,,,,,,,,,,,,
2000,City Council At Large,Non-Partisan Primary,5,Geoffrey Pete,M,African American,http://postnewsgroup.com/blog/2015/06/18/club-owner-geoffrey-pete-wins-oakland-pillar-indie-award/,N,16.4,,photo- see H,,,,,,,,,,,,,,
2000,City Council At Large,Non-Partisan Primary,5,Selwyn Whitehead,M,African American,http://www.highbeam.com/doc/1P1-79649938.html and https://www.facebook.com/Law-Offices-of-Selwyn-D-Whitehead-1554196574792696/,N,9.1,,,,,,,,,,,,,,,,
2000,City Council At Large,Non-Partisan Primary,5,Omari Musa,M,African American,http://www.highbeam.com/doc/1P1-79649938.html,N,3.6,,Photo- see H,,,,,,,,,,,,,,
2000,City Council D1,Non-Partisan Primary,1,Jane Brunner,F,n/a,,Y,100,,,,,,,,,,,,,,,,
2000,City Council D3,Top 2 General,8,Nancy Nadel,F,n/a,,Y,46.3,70.57,,,,,,,,,,,,,,,
2000,City Council D3,Top 2 General,8,Hugh E. Bassette,M,African American,http://www.smartvoter.org/2000/03/07/ca/alm/vote/bassette_h/,N,24.7,29.43,Photo- see H,,,,,,,,,,,,,,
2000,City Council D3,Non-Partisan Primary,8,David Hilliard,M,African American,http://articles.orlandosentinel.com/1999-01-08/news/9901080206_1_hilliard-bobby-seale-panther,N,15.5,,Article,,,,,,,,,,,,,,
2000,City Council D3,Non-Partisan Primary,8,Gene Hazzard,M,African American,https://www.youtube.com/watch?v=zXhT4FqUlyI,N,4.2,,Video- see H,,,,,,,,,,,,,,
2000,City Council D3,Non-Partisan Primary,8,Heidi Manfroi,F,Undetermined,could not find,N,3.5,,,,,,,,,,,,,,,,
2000,City Council D3,Non-Partisan Primary,8,Frank Lamont Allen,M,Undetermined,could not find,N,2.3,,,,,,,,,,,,,,,,
2000,City Council D3,Non-Partisan Primary,8,Sylvia D. Howard,F,Undetermined,could not find,N,2.1,,,,,,,,,,,,,,,,
2000,City Council D3,Non-Partisan Primary,8,Charles P. Crowder,M,African American,http://www.smartvoter.org/2000/03/07/ca/alm/race/LJ015/ and http://www.crowderdevelopment.com/,N,1,,Photo- see H,,,,,,,,,,,,,,
2000,City Council D5,Non-Partisan Primary,3,Ignacio De La Fuente,M,Latino,,Y,61.5,,,,,,,,,,,,,,,,
2000,City Council D5,Non-Partisan Primary,3,Beverly Blythe,F,African American,,N,26.2,,,,,,,,,,,,,,,,
2000,City Council D5,Non-Partisan Primary,3,Alfonso Loera,M,Latino,http://www.smartvoter.org/2000/03/07/ca/alm/vote/loera_a/,N,12.1,,Endorsement from Latino Democratic Club of Alameda,,,,,,,,,,,,,,
2000,School Director D1,Non-Partisan Primary,2,Kerry Hamill,F,n/a,,Y,56.1,,,,,,,,,,,,,,,,
2000,School Director D1,Non-Partisan Primary,2,Tania Kappner,F,African American,https://oaklandnorth.net/2011/01/08/group-pledges-to-continue-legal-challenge-to-proposition-209/,N,43.8,,Article- mentions that she self identifies as African American,,,,,,,,,,,,,,
2000,School Director D3,Top 2 General,5,Arthalia Ray,F,African American,http://www.smartvoter.org/2000/03/07/ca/alm/vote/ray_a/,N,30.7,21.16,Photo- see H,,,,,,,,,,,,,,
2000,School Director D3,Top 2 General,5,Gregory Hodge,M,African American,,Y,30.1,78.84,,,,,,,,,,,,,,,
2000,School Director D3,Non-Partisan Primary,5,Gilda Gonzales,F,Undetermined,http://abc7news.com/archive/7049576/,N,29.1,,,,,,,,,,,,,,,,
2000,School Director D3,Non-Partisan Primary,5,"David L. Anderson, Sr.",M,African American,http://votersedge.org/california/2014/november/san-leandro/candidates/council-member-council-district-1/9848-david-l-anderson-sr#.Vakk45NViko,N,5.3,,Photo- see H,,,,,,,,,,,,,,
2000,School Director D3,Non-Partisan Primary,5,Bob Laurent,M,n/a,https://www.facebook.com/bob.laurent.5,N,4.6,,n/a,,,,,,,,,,,,,,
2000,School Director D5,Non-Partisan Primary,1,Noel Gallo,M,Latino,,Y,100,,,,,,,,,,,,,,,,
2000,School Director D7,Top 2 General,4,Jason Hodge,M,African American,,Y,49.1,68.02,,,,,,,,,,,,,,,
2000,School Director D7,Top 2 General,4,Sylvester Hodges,M,African American,https://oaklandnorth.net/2013/02/28/aims-community-to-ousd-please-dont-close-our-schools/,N,32.3,31.98,Photo- see H,,,,,,,,,,,,,,
2000,School Director D7,Non-Partisan Primary,4,Michael V. Johnson,M,African American,,N,11.5,,,,,,,,,,,,,,,,
2000,School Director D7,Non-Partisan Primary,4,Earl R. Johson,M,Undetermined,could not find,N,6.9,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
